CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
150,103,10,34,133,17,145,85,220,102,0
87,197,207,1,265,107,190,103,90,73,0
124,177,160,101,75,138,267,275,18,103,0
253,262,133,76,171,271,255,227,134,158,0
103,135,190,173,260,119,140,21,117,126,0
219,103,226,71,154,236,137,77,120,81,0
54,24,77,130,218,253,104,24,22,205,0
66,197,68,109,150,235,82,189,76,116,0
172,138,217,5,38,102,229,188,27,215,0
160,104,164,261,89,151,168,165,77,66,0
204,51,209,125,88,132,92,3,62,105,0
235,167,192,119,26,165,220,164,204,142,0
142,268,200,138,106,129,224,144,93,153,0
14,217,56,81,70,139,103,152,186,273,0
20,102,102,232,234,11,137,276,9,28,0
68,64,54,231,186,29,268,216,60,162,0
83,101,264,90,107,172,61,163,5,100,0
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
53,22,44,44,7,3,53,44,44,53,1
238,106,94,256,272,251,57,56,130,182,0
184,178,224,62,191,230,52,84,133,271,0
266,40,95,100,270,175,131,223,188,176,0
254,173,51,104,179,124,31,245,64,51,0
41,224,14,186,165,267,245,51,177,42,0
209,40,261,15,86,116,91,221,51,142,0
221,270,78,199,221,120,84,205,20,74,0
147,144,91,132,22,65,111,212,140,219,0
93,277,141,105,98,50,130,223,101,161,0
104,253,180,258,41,38,208,142,119,183,0
22,93,125,106,106,48,36,210,146,109,0
135,233,276,88,116,198,269,206,144,154,0
15,165,165,161,214,168,106,6,56,247,0
264,198,87,170,220,231,92,190,221,194,0
273,176,116,107,10,15,83,41,49,230,0
116,33,54,199,103,205,127,275,143,18,0
186,189,177,159,164,134,10,89,260,155,0
101,243,113,140,53,179,148,254,117,40,0
268,263,194,127,52,73,265,269,259,88,0
90,7,72,277,81,229,32,29,133,261,0
110,124,78,179,229,139,152,190,189,208,0
38,126,71,261,69,122,199,241,47,270,0
213,170,129,121,40,28,73,124,112,74,0
95,183,142,243,78,142,194,273,191,272,0
72,107,91,104,137,67,43,124,257,193,0
70,83,154,21,254,60,237,260,271,33,0
224,154,125,170,120,270,105,118,196,91,0
111,220,35,138,183,72,156,93,15,274,0
184,23,1,8,134,223,6,235,147,131,0
151,151,235,48,259,51,265,208,58,185,0
118,197,228,64,218,97,151,180,108,24,0
228,239,95,261,165,185,124,121,205,155,0
206,99,131,210,110,241,229,174,123,116,0
13,218,53,34,274,198,159,220,198,96,0
103,168,279,129,259,33,13,67,169,170,0
127,80,258,210,154,30,221,264,183,207,0
44,224,271,221,93,54,77,51,271,135,0
129,254,175,88,253,194,278,278,61,225,0
128,36,96,110,92,34,37,256,139,186,0
60,250,215,7,139,159,50,86,233,155,0
167,94,106,4,232,244,72,183,38,215,0
42,191,143,235,132,153,175,113,66,139,0
213,171,138,210,224,148,277,187,191,6,0
74,97,50,70,168,141,16,225,117,116,0
61,194,15,90,56,236,198,44,15,97,0
125,107,47,181,123,229,235,277,130,117,0
88,217,228,194,172,185,108,181,89,243,0
232,205,49,106,273,53,175,2,164,12,0
264,168,49,173,220,247,29,229,261,173,0
126,249,171,236,186,2,161,188,20,1,0
279,109,125,13,37,171,171,252,17,146,0
272,53,222,97,258,211,49,83,10,54,0
264,216,180,108,114,138,106,141,261,155,0
188,180,240,52,192,217,5,16,266,27,0
170,0,208,155,237,135,21,260,114,141,0
192,142,194,81,88,49,1,168,166,127,0
180,26,135,146,158,235,156,93,182,119,0
120,111,190,95,46,169,194,56,69,241,0
186,234,201,247,206,14,126,237,150,41,0
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
60,60,11,11,11,60,60,11,10,60,1
163,275,75,254,233,120,229,79,103,125,0
178,195,252,27,168,99,223,157,39,223,0
14,88,174,222,194,70,160,122,19,50,0
99,266,93,142,117,233,127,113,50,203,0
228,244,39,0,103,259,213,241,120,145,0
226,128,77,244,153,156,103,111,220,25,0
99,102,12,70,240,204,278,216,220,137,0
81,52,126,279,247,114,63,212,48,173,0
259,234,86,255,277,257,161,1,108,230,0
191,151,128,204,102,122,160,73,130,191,0
84,36,46,126,186,266,240,245,40,96,0
110,178,173,267,271,135,123,131,112,96,0
188,94,115,72,9,1,69,257,97,177,0
237,211,164,143,100,92,205,273,53,261,0
141,142,259,5,113,58,129,142,218,47,0
250,237,237,252,142,8,47,23,253,264,0
207,231,123,102,168,117,256,114,177,80,0
35,102,210,135,258,57,157,113,233,135,0
39,8,68,190,202,60,99,147,176,20,0
129,59,70,112,225,14,90,250,22,189,0
27,82,108,92,92,185,176,139,52,21,0
249,134,277,106,170,28,38,146,246,173,0
16,180,126,261,209,32,265,197,225,98,0
73,233,175,117,86,163,174,110,9,126,0
249,185,39,247,152,98,192,14,39,186,0
235,18,257,1,240,186,86,218,97,193,0
254,162,222,169,241,66,75,167,268,77,0
272,279,274,19,86,150,165,3,225,190,0
95,191,86,119,66,273,226,79,55,180,0
212,236,167,149,96,17,132,248,145,213,0
147,55,211,65,97,77,210,87,191,121,0
234,176,203,110,188,62,84,95,121,96,0
106,216,238,228,47,223,220,94,110,218,0
155,39,15,82,83,17,164,12,71,150,0
171,9,142,33,87,75,255,228,77,168,0
200,40,145,75,275,187,131,197,102,220,0
186,163,86,186,66,225,15,186,5,140,0
57,87,236,101,34,252,55,226,117,245,0
105,54,181,212,65,89,0,63,22,34,0
58,46,195,224,188,274,243,0,57,153,0
193,17,197,143,174,267,234,174,119,158,0
273,158,275,111,241,23,190,109,127,195,0
157,186,171,33,231,165,250,44,259,276,0
221,250,140,198,46,24,142,263,202,187,0
59,229,231,265,199,7,123,142,228,37,0
254,98,67,98,30,0,272,230,189,50,0
192,88,145,152,242,249,183,79,223,251,0
53,86,199,81,155,59,41,152,253,220,0
55,131,32,146,180,268,142,240,91,214,0
240,81,117,176,279,15,31,212,30,16,0
45,221,8,123,71,222,66,193,7,136,0
76,22,227,44,225,134,69,166,144,228,0
196,74,231,78,151,176,163,180,110,107,0
247,159,197,256,278,103,54,194,54,149,0
266,242,147,79,19,251,221,194,185,156,0
224,73,47,254,38,179,105,229,243,3,0
277,44,156,41,83,241,172,14,98,143,0
13,92,200,98,231,196,37,70,257,161,0
117,64,97,74,128,142,193,214,56,226,0
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
16,1,16,16,3,60,60,16,6,60,1
49,191,70,217,162,48,98,83,190,187,0
77,59,2,107,236,77,44,8,28,111,0
79,257,156,112,104,172,51,262,29,49,0
215,44,177,229,175,143,254,225,94,10,0
79,274,100,192,201,196,99,166,230,208,0
251,43,53,213,50,183,169,146,4,129,0
276,26,266,245,104,240,218,202,19,265,0
75,162,4,9,156,34,278,141,248,1,0
120,232,167,110,78,97,244,114,80,193,0
166,20,52,51,254,43,18,260,108,198,0
13,122,62,31,145,185,207,63,101,72,0
127,43,135,171,116,163,110,249,61,203,0
64,165,159,83,24,34,78,41,203,31,0
122,230,160,242,171,222,81,241,74,201,0
251,139,197,247,78,165,191,248,257,233,0
122,144,229,1,177,154,92,49,175,92,0
54,82,46,240,272,163,269,162,265,242,0
89,5,226,17,54,1,162,179,266,15,0
227,69,206,165,229,249,226,76,220,102,0
188,278,120,276,149,278,65,155,56,0,0
149,243,111,79,104,37,212,21,87,185,0
154,149,193,193,229,180,58,59,92,6,0
189,268,121,229,13,63,139,125,128,228,0
65,202,8,30,210,91,216,101,5,8,0
40,90,74,157,85,233,228,243,48,128,0
276,84,49,150,99,21,176,239,179,56,0
39,172,107,102,231,23,109,260,102,180,0
101,93,82,226,0,53,109,161,23,117,0
125,246,222,58,118,10,181,224,166,145,0
251,220,44,278,18,120,182,3,99,135,0
94,229,279,216,49,167,79,183,212,205,0
24,230,59,137,94,108,167,67,92,244,0
178,248,62,22,178,53,267,162,208,101,0
106,152,189,246,71,109,256,18,218,88,0
246,234,21,227,46,236,96,277,208,229,0
43,68,201,65,111,32,221,279,121,226,0
162,266,140,131,21,90,26,209,108,10,0
135,116,79,18,42,215,236,156,72,162,0
5,179,95,52,207,200,68,270,266,15,0
217,123,0,278,230,163,204,61,163,279,0
249,80,112,55,132,10,274,102,110,180,0
106,31,218,275,234,25,160,104,103,94,0
179,64,214,89,5,276,189,230,109,219,0
47,235,98,155,242,60,23,166,1,277,0
59,89,113,8,196,232,211,118,7,149,0
133,210,78,216,213,33,54,88,155,142,0
36,160,121,2,260,164,226,208,198,210,0
52,71,53,30,123,88,141,174,35,223,0
9,220,26,7,166,10,216,174,159,231,0
157,272,13,232,277,167,155,274,170,55,0
220,27,118,88,121,240,10,221,139,129,0
112,33,81,121,258,273,103,58,94,44,0
11,165,95,223,205,95,56,46,74,39,0
143,221,21,243,219,252,259,138,92,49,0
217,237,54,231,132,263,209,84,277,268,0
208,0,151,205,244,113,262,129,93,107,0
6,207,213,149,253,0,120,248,270,121,0
139,200,11,94,248,109,158,259,11,195,0
76,227,261,69,279,180,250,256,190,2,0
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
16,60,16,16,9,60,60,16,7,60,1
233,275,59,103,239,53,56,188,40,103,0
215,129,212,232,13,224,154,111,2,80,0
4,155,240,5,38,279,142,117,212,105,0
152,246,63,201,100,210,275,271,211,172,0
104,13,233,221,19,51,148,127,249,162,0
125,267,135,80,126,101,89,170,73,13,0
85,248,104,169,139,257,102,21,108,272,0
16,5,275,54,234,121,92,87,58,183,0
208,169,107,71,50,70,257,167,129,275,0
115,79,83,40,186,103,258,240,60,164,0
77,99,13,33,94,23,100,210,267,22,0
189,76,51,136,32,177,264,272,261,31,0
91,4,249,104,152,215,274,44,271,193,0
212,66,140,38,237,6,276,235,75,180,0
140,116,120,139,175,3,23,92,52,188,0
214,25,234,4,271,99,169,127,61,228,0
279,272,31,116,107,179,244,198,17,191,0
108,242,227,183,111,126,48,15,12,141,0
75,92,96,234,107,220,113,37,234,29,0
205,211,45,105,132,141,15,239,119,255,0
130,29,219,121,43,201,86,130,184,175,0
253,223,185,5,255,236,153,98,98,57,0
79,196,120,22,29,145,165,65,12,150,0
64,52,202,75,100,36,242,167,241,243,0
78,80,156,63,258,58,168,116,160,97,0
159,100,196,42,137,239,100,19,31,198,0
46,235,13,56,166,20,98,168,250,109,0
13,166,187,180,213,145,58,193,213,86,0
205,101,3,186,181,241,124,155,133,203,0
93,5,121,276,88,249,217,197,9,240,0
88,279,92,93,109,193,62,40,269,108,0
196,278,139,187,139,214,94,262,69,55,0
53,158,253,189,161,195,111,42,279,88,0
143,65,233,48,180,221,79,154,57,120,0
111,192,40,8,127,102,43,268,195,213,0
201,93,127,135,32,103,178,277,13,167,0
189,131,142,102,63,253,248,155,254,252,0
266,182,44,97,181,49,228,194,270,257,0
95,122,186,74,96,90,13,242,216,221,0
30,195,238,66,3,100,207,66,156,33,0
237,105,223,230,248,210,64,11,118,235,0
10,161,24,120,190,19,58,235,166,120,0
14,233,231,140,223,119,25,246,189,131,0
189,196,241,96,114,27,238,145,75,59,0
274,174,48,279,176,84,224,226,60,111,0
88,245,186,203,202,21,275,64,149,201,0
20,84,13,73,69,234,119,50,164,24,0
236,110,59,142,87,96,276,66,52,229,0
15,41,134,134,278,40,205,194,254,112,0
19,0,178,272,194,74,85,68,236,30,0
188,260,5,94,78,239,49,255,177,54,0
38,62,113,221,173,54,215,204,75,191,0
205,44,230,136,26,276,270,29,14,251,0
130,132,75,0,276,257,158,38,106,121,0
233,75,106,67,86,120,185,234,18,98,0
152,32,91,70,107,157,199,180,95,29,0
51,154,0,39,69,82,36,153,95,110,0
176,105,273,103,253,262,169,100,238,166,0
209,144,104,257,109,132,206,226,23,196,0
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
5,60,5,5,60,60,60,5,60,60,1
168,157,9,70,80,68,166,116,258,43,0
54,131,141,60,53,76,9,29,150,199,0
167,133,41,168,63,222,174,170,42,139,0
212,263,150,219,115,250,111,246,170,131,0
120,276,86,185,126,125,208,87,172,67,0
234,29,32,27,222,55,266,187,250,154,0
220,77,100,218,147,249,21,130,57,138,0
237,275,147,143,196,253,206,9,88,243,0
201,75,264,8,55,269,156,224,27,212,0
46,146,136,60,273,137,157,245,148,18,0
41,3,211,103,128,63,35,218,266,155,0
160,238,172,163,37,238,230,143,142,177,0
208,125,245,141,65,251,248,112,182,162,0
155,262,60,46,184,53,50,218,111,28,0
53,208,43,26,129,142,28,91,105,116,0
202,116,180,242,276,224,244,191,77,91,0
68,100,175,219,157,238,183,135,173,266,0
133,88,205,276,183,76,53,208,257,169,0
134,73,18,158,243,207,38,101,237,275,0
44,93,162,70,83,140,97,72,270,50,0
197,149,209,224,156,202,158,160,42,173,0
257,262,247,185,132,75,121,136,152,66,0
239,260,97,267,36,206,268,142,140,248,0
167,186,167,190,109,19,246,62,125,33,0
126,176,279,69,8,217,162,135,211,210,0
124,162,143,165,63,145,175,271,76,107,0
210,25,64,42,5,273,135,34,265,93,0
1,52,12,159,199,10,119,140,162,261,0
203,31,121,178,81,3,220,235,269,221,0
2,105,254,71,59,111,181,257,67,43,0
95,11,4,149,264,133,94,266,70,79,0
214,242,159,140,200,101,32,81,42,140,0
28,276,271,140,61,103,149,165,137,276,0
4,265,4,3,123,240,62,214,240,272,0
81,157,147,138,250,221,215,103,169,52,0
7,242,174,256,170,182,82,277,18,56,0
119,189,78,0,245,17,153,209,235,94,0
135,160,78,43,277,9,208,279,82,204,0
32,263,205,47,33,157,60,157,274,188,0
86,28,202,112,118,100,86,266,228,91,0
121,57,42,46,223,221,240,274,189,228,0
188,17,232,207,169,216,64,151,163,196,0
41,49,229,260,247,209,95,106,251,202,0
119,52,142,171,234,279,48,158,47,195,0
174,258,25,185,206,32,152,56,216,10,0
42,191,34,7,130,30,168,180,245,133,0
15,188,278,254,237,72,45,78,6,194,0
120,174,13,203,6,8,229,189,92,165,0
131,226,78,155,179,267,163,36,235,125,0
165,105,119,165,92,125,34,4,231,191,0
61,166,190,8,8,29,206,226,91,258,0
274,241,55,163,2,75,133,144,99,2,0
130,64,251,123,31,192,23,111,9,275,0
130,15,169,254,148,196,217,162,30,204,0
193,132,261,257,254,161,51,91,151,131,0
165,158,235,217,1,230,66,258,89,214,0
174,249,93,241,93,37,80,200,222,104,0
113,193,238,39,19,192,206,224,259,104,0
203,103,263,218,89,252,222,30,45,254,0
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
33,57,33,33,7,58,57,33,58,57,1
