idunico,CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
7012,60,60,11,11,10,60,60,11,8,60,1
7013,60,60,11,11,10,60,60,11,8,60,1
7014,60,60,11,11,10,60,60,11,8,60,1
7015,60,60,11,11,10,60,60,11,8,60,1
7016,60,60,11,11,10,60,60,11,8,60,1
7017,60,60,11,11,10,60,60,11,8,60,1
7018,60,60,11,11,10,60,60,11,8,60,1
7019,60,60,11,11,10,60,60,11,8,60,1
7020,60,60,11,11,10,60,60,11,8,60,1
7021,60,60,11,11,10,60,60,11,8,60,1
7022,112,193,77,96,134,100,239,66,247,234,0
7023,175,16,122,217,93,193,170,107,54,64,0
7024,268,89,203,239,82,131,260,81,170,179,0
7025,208,196,279,17,63,133,162,41,239,158,0
7026,12,73,119,186,170,110,140,121,141,111,0
7027,197,247,100,233,141,119,65,113,244,230,0
7028,134,192,202,234,10,184,34,144,235,77,0
7029,174,52,1,31,165,179,29,276,278,213,0
7030,260,90,215,47,21,170,150,244,90,160,0
7031,11,132,222,183,201,228,44,73,240,5,0
7032,127,268,216,185,251,57,131,143,55,270,0
7033,191,168,142,58,150,234,9,184,124,90,0
7034,130,93,133,158,143,260,41,264,58,185,0
7035,94,231,169,147,111,224,118,2,110,122,0
7036,117,263,227,198,149,163,216,205,181,128,0
7037,19,59,269,212,62,2,278,275,135,170,0
7038,143,212,239,67,269,204,58,5,94,151,0
7039,18,135,50,69,239,188,54,232,111,235,0
7040,254,260,278,221,158,112,138,138,190,1,0
7041,110,260,264,13,137,53,55,60,114,37,0
7042,150,195,251,11,274,179,183,20,140,134,0
7043,248,130,31,121,169,228,250,149,69,235,0
7044,75,56,251,84,105,96,263,209,228,64,0
7045,141,234,251,147,148,210,161,100,165,180,0
7046,252,16,39,140,228,180,161,10,245,216,0
7047,219,249,153,77,33,117,45,122,100,59,0
7048,278,234,111,211,48,98,155,176,27,70,0
7049,168,216,258,243,128,182,121,15,17,237,0
7050,82,197,208,47,172,84,44,108,257,167,0
7051,110,246,67,144,243,257,258,45,195,32,0
7052,12,220,121,250,178,35,231,252,178,120,0
7053,46,80,6,135,223,35,161,178,81,211,0
7054,25,34,103,31,134,260,181,274,189,55,0
7055,103,135,65,226,278,200,271,58,264,265,0
7056,156,129,203,135,165,274,94,231,50,177,0
7057,27,265,89,8,45,178,43,187,226,81,0
7058,236,245,21,273,244,164,131,85,69,215,0
7059,103,27,81,112,236,223,202,12,87,200,0
7060,165,246,263,183,172,180,26,91,158,170,0
7061,157,210,253,107,119,114,203,78,82,206,0
7062,82,172,88,268,111,95,158,186,42,142,0
7063,103,177,269,70,168,210,254,259,251,237,0
7064,35,4,162,121,153,268,186,166,49,244,0
7065,2,45,88,109,110,161,177,84,196,39,0
7066,257,175,162,256,198,123,10,23,229,264,0
7067,52,150,151,124,150,51,71,92,250,264,0
7068,106,266,188,224,260,15,207,21,3,265,0
7069,267,23,210,0,204,279,44,115,82,105,0
7070,67,128,57,56,124,192,21,99,41,152,0
7071,43,157,107,148,214,147,129,30,165,22,0
7072,185,164,70,16,170,128,81,259,12,232,0
7073,35,197,132,206,110,16,16,242,17,213,0
7074,52,260,41,129,270,198,132,176,220,29,0
7075,109,262,232,16,129,229,180,80,69,88,0
7076,232,24,106,37,46,159,222,257,102,176,0
7077,248,126,267,83,192,88,65,156,241,245,0
7078,233,0,219,74,186,272,73,98,118,247,0
7079,140,97,230,134,90,191,179,222,247,105,0
7080,18,205,46,265,155,33,100,245,159,106,0
7081,4,23,58,58,13,1,11,58,26,23,1
7082,4,23,58,58,13,1,11,58,26,23,1
7083,4,23,58,58,13,1,11,58,26,23,1
7084,4,23,58,58,13,1,11,58,26,23,1
7085,4,23,58,58,13,1,11,58,26,23,1
7086,4,23,58,58,13,1,11,58,26,23,1
7087,4,23,58,58,13,1,11,58,26,23,1
7088,4,23,58,58,13,1,11,58,26,23,1
7089,4,23,58,58,13,1,11,58,26,23,1
7090,4,23,58,58,13,1,11,58,26,23,1
7091,4,23,58,58,13,1,11,58,26,23,1
7092,4,23,58,58,13,1,11,58,26,23,1
7093,4,23,58,58,13,1,11,58,26,23,1
7094,4,23,58,58,13,1,11,58,26,23,1
7095,4,23,58,58,13,1,11,58,26,23,1
7096,4,23,58,58,13,1,11,58,26,23,1
7097,4,23,58,58,13,1,11,58,26,23,1
7098,4,23,58,58,13,1,11,58,26,23,1
7099,4,23,58,58,13,1,11,58,26,23,1
7100,4,23,58,58,13,1,11,58,26,23,1
7101,4,23,58,58,13,1,11,58,26,23,1
7102,4,23,58,58,13,1,11,58,26,23,1
7103,4,23,58,58,13,1,11,58,26,23,1
7104,4,23,58,58,13,1,11,58,26,23,1
7105,4,23,58,58,13,1,11,58,26,23,1
7106,4,23,58,58,13,1,11,58,26,23,1
7107,4,23,58,58,13,1,11,58,26,23,1
7108,4,23,58,58,13,1,11,58,26,23,1
7109,4,23,58,58,13,1,11,58,26,23,1
7110,4,23,58,58,13,1,11,58,26,23,1
7111,4,23,58,58,13,1,11,58,26,23,1
7112,4,23,58,58,13,1,11,58,26,23,1
7113,4,23,58,58,13,1,11,58,26,23,1
7114,4,23,58,58,13,1,11,58,26,23,1
7115,4,23,58,58,13,1,11,58,26,23,1
7116,4,23,58,58,13,1,11,58,26,23,1
7117,4,23,58,58,13,1,11,58,26,23,1
7118,4,23,58,58,13,1,11,58,26,23,1
7119,4,23,58,58,13,1,11,58,26,23,1
7120,4,23,58,58,13,1,11,58,26,23,1
7121,4,23,58,58,13,1,11,58,26,23,1
7122,4,23,58,58,13,1,11,58,26,23,1
7123,4,23,58,58,13,1,11,58,26,23,1
7124,4,23,58,58,13,1,11,58,26,23,1
7125,4,23,58,58,13,1,11,58,26,23,1
7126,4,23,58,58,13,1,11,58,26,23,1
7127,4,23,58,58,13,1,11,58,26,23,1
7128,4,23,58,58,13,1,11,58,26,23,1
7129,4,23,58,58,13,1,11,58,26,23,1
7130,4,23,58,58,13,1,11,58,26,23,1
7131,4,23,58,58,13,1,11,58,26,23,1
7132,4,23,58,58,13,1,11,58,26,23,1
7133,4,23,58,58,13,1,11,58,26,23,1
7134,4,23,58,58,13,1,11,58,26,23,1
7135,4,23,58,58,13,1,11,58,26,23,1
7136,4,23,58,58,13,1,11,58,26,23,1
7137,4,23,58,58,13,1,11,58,26,23,1
7138,4,23,58,58,13,1,11,58,26,23,1
7139,4,23,58,58,13,1,11,58,26,23,1
7140,241,85,43,45,180,238,21,258,97,4,0
7141,177,15,210,44,257,13,56,119,31,8,0
7142,196,266,40,197,158,50,264,147,0,125,0
7143,211,4,57,124,207,93,218,213,204,185,0
7144,150,213,4,244,122,43,229,43,126,207,0
7145,152,49,136,105,173,59,156,190,125,237,0
7146,58,116,244,46,220,55,145,46,49,5,0
7147,235,137,243,156,129,195,90,179,166,218,0
7148,179,101,248,4,184,82,275,165,173,175,0
7149,159,226,228,278,59,12,206,257,172,236,0
7150,239,200,6,205,61,234,69,64,164,56,0
7151,136,160,104,180,163,77,73,112,64,166,0
7152,220,260,210,71,276,87,29,259,260,182,0
7153,253,170,167,107,1,107,46,269,27,214,0
7154,190,229,120,224,211,96,63,209,53,168,0
7155,127,66,198,6,25,199,228,122,111,61,0
7156,193,99,175,125,261,242,201,278,117,32,0
7157,49,89,26,167,200,62,16,30,206,36,0
7158,137,119,60,213,238,202,209,159,145,60,0
7159,227,231,50,59,40,49,212,144,104,18,0
7160,99,31,256,182,261,210,214,69,10,25,0
7161,108,9,185,190,139,251,0,253,230,179,0
7162,71,57,175,149,266,130,138,216,50,266,0
7163,268,187,166,238,223,145,243,130,133,27,0
7164,221,149,214,108,241,44,65,240,89,2,0
7165,235,149,218,117,110,220,254,196,193,249,0
7166,249,276,72,173,74,234,80,29,80,35,0
7167,9,171,222,95,136,10,61,76,120,200,0
7168,260,14,5,116,158,4,76,94,25,214,0
7169,90,102,246,194,128,28,266,102,184,199,0
7170,192,40,271,217,208,186,190,263,136,177,0
7171,38,279,254,148,127,250,239,265,158,249,0
7172,79,251,33,107,245,232,8,132,266,215,0
7173,74,242,230,198,73,233,264,266,35,214,0
7174,152,248,126,177,42,264,55,99,145,9,0
7175,118,279,13,231,58,93,178,209,197,145,0
7176,183,167,27,267,96,129,37,127,240,27,0
7177,100,92,191,277,236,194,228,206,47,36,0
7178,63,224,210,213,70,46,224,16,169,10,0
7179,161,119,260,268,239,237,177,37,197,143,0
7180,143,98,36,76,259,259,220,102,41,187,0
7181,243,177,223,2,181,96,62,77,104,151,0
7182,150,103,10,34,133,17,145,85,220,102,0
7183,87,197,207,1,265,107,190,103,90,73,0
7184,124,177,160,101,75,138,267,275,18,103,0
7185,253,262,133,76,171,271,255,227,134,158,0
7186,103,135,190,173,260,119,140,21,117,126,0
7187,219,103,226,71,154,236,137,77,120,81,0
7188,54,24,77,130,218,253,104,24,22,205,0
7189,66,197,68,109,150,235,82,189,76,116,0
7190,172,138,217,5,38,102,229,188,27,215,0
7191,160,104,164,261,89,151,168,165,77,66,0
7192,204,51,209,125,88,132,92,3,62,105,0
7193,235,167,192,119,26,165,220,164,204,142,0
7194,142,268,200,138,106,129,224,144,93,153,0
7195,14,217,56,81,70,139,103,152,186,273,0
7196,20,102,102,232,234,11,137,276,9,28,0
7197,68,64,54,231,186,29,268,216,60,162,0
7198,83,101,264,90,107,172,61,163,5,100,0
7199,53,22,44,44,7,3,53,44,44,53,1
7200,53,22,44,44,7,3,53,44,44,53,1
7201,53,22,44,44,7,3,53,44,44,53,1
7202,53,22,44,44,7,3,53,44,44,53,1
7203,53,22,44,44,7,3,53,44,44,53,1
7204,53,22,44,44,7,3,53,44,44,53,1
7205,53,22,44,44,7,3,53,44,44,53,1
7206,53,22,44,44,7,3,53,44,44,53,1
7207,53,22,44,44,7,3,53,44,44,53,1
7208,53,22,44,44,7,3,53,44,44,53,1
7209,53,22,44,44,7,3,53,44,44,53,1
7210,53,22,44,44,7,3,53,44,44,53,1
7211,53,22,44,44,7,3,53,44,44,53,1
7212,53,22,44,44,7,3,53,44,44,53,1
7213,53,22,44,44,7,3,53,44,44,53,1
7214,53,22,44,44,7,3,53,44,44,53,1
7215,53,22,44,44,7,3,53,44,44,53,1
7216,53,22,44,44,7,3,53,44,44,53,1
7217,53,22,44,44,7,3,53,44,44,53,1
7218,53,22,44,44,7,3,53,44,44,53,1
7219,53,22,44,44,7,3,53,44,44,53,1
7220,53,22,44,44,7,3,53,44,44,53,1
7221,53,22,44,44,7,3,53,44,44,53,1
7222,53,22,44,44,7,3,53,44,44,53,1
7223,53,22,44,44,7,3,53,44,44,53,1
7224,53,22,44,44,7,3,53,44,44,53,1
7225,53,22,44,44,7,3,53,44,44,53,1
7226,53,22,44,44,7,3,53,44,44,53,1
7227,53,22,44,44,7,3,53,44,44,53,1
7228,53,22,44,44,7,3,53,44,44,53,1
7229,53,22,44,44,7,3,53,44,44,53,1
7230,53,22,44,44,7,3,53,44,44,53,1
7231,53,22,44,44,7,3,53,44,44,53,1
7232,53,22,44,44,7,3,53,44,44,53,1
7233,53,22,44,44,7,3,53,44,44,53,1
7234,53,22,44,44,7,3,53,44,44,53,1
7235,53,22,44,44,7,3,53,44,44,53,1
7236,53,22,44,44,7,3,53,44,44,53,1
7237,53,22,44,44,7,3,53,44,44,53,1
7238,53,22,44,44,7,3,53,44,44,53,1
7239,53,22,44,44,7,3,53,44,44,53,1
7240,53,22,44,44,7,3,53,44,44,53,1
7241,53,22,44,44,7,3,53,44,44,53,1
7242,53,22,44,44,7,3,53,44,44,53,1
7243,53,22,44,44,7,3,53,44,44,53,1
7244,53,22,44,44,7,3,53,44,44,53,1
7245,53,22,44,44,7,3,53,44,44,53,1
7246,53,22,44,44,7,3,53,44,44,53,1
7247,53,22,44,44,7,3,53,44,44,53,1
7248,53,22,44,44,7,3,53,44,44,53,1
7249,53,22,44,44,7,3,53,44,44,53,1
7250,53,22,44,44,7,3,53,44,44,53,1
7251,53,22,44,44,7,3,53,44,44,53,1
7252,53,22,44,44,7,3,53,44,44,53,1
7253,53,22,44,44,7,3,53,44,44,53,1
7254,53,22,44,44,7,3,53,44,44,53,1
7255,53,22,44,44,7,3,53,44,44,53,1
7256,53,22,44,44,7,3,53,44,44,53,1
7257,53,22,44,44,7,3,53,44,44,53,1
7258,238,106,94,256,272,251,57,56,130,182,0
7259,184,178,224,62,191,230,52,84,133,271,0
7260,266,40,95,100,270,175,131,223,188,176,0
7261,254,173,51,104,179,124,31,245,64,51,0
7262,41,224,14,186,165,267,245,51,177,42,0
7263,209,40,261,15,86,116,91,221,51,142,0
7264,221,270,78,199,221,120,84,205,20,74,0
7265,147,144,91,132,22,65,111,212,140,219,0
7266,93,277,141,105,98,50,130,223,101,161,0
7267,104,253,180,258,41,38,208,142,119,183,0
7268,22,93,125,106,106,48,36,210,146,109,0
7269,135,233,276,88,116,198,269,206,144,154,0
7270,15,165,165,161,214,168,106,6,56,247,0
7271,264,198,87,170,220,231,92,190,221,194,0
7272,273,176,116,107,10,15,83,41,49,230,0
7273,116,33,54,199,103,205,127,275,143,18,0
7274,186,189,177,159,164,134,10,89,260,155,0
7275,101,243,113,140,53,179,148,254,117,40,0
7276,268,263,194,127,52,73,265,269,259,88,0
7277,90,7,72,277,81,229,32,29,133,261,0
7278,110,124,78,179,229,139,152,190,189,208,0
7279,38,126,71,261,69,122,199,241,47,270,0
7280,213,170,129,121,40,28,73,124,112,74,0
7281,95,183,142,243,78,142,194,273,191,272,0
7282,72,107,91,104,137,67,43,124,257,193,0
7283,70,83,154,21,254,60,237,260,271,33,0
7284,224,154,125,170,120,270,105,118,196,91,0
7285,111,220,35,138,183,72,156,93,15,274,0
7286,184,23,1,8,134,223,6,235,147,131,0
7287,151,151,235,48,259,51,265,208,58,185,0
7288,118,197,228,64,218,97,151,180,108,24,0
7289,228,239,95,261,165,185,124,121,205,155,0
7290,206,99,131,210,110,241,229,174,123,116,0
7291,13,218,53,34,274,198,159,220,198,96,0
7292,103,168,279,129,259,33,13,67,169,170,0
7293,127,80,258,210,154,30,221,264,183,207,0
7294,44,224,271,221,93,54,77,51,271,135,0
7295,129,254,175,88,253,194,278,278,61,225,0
7296,128,36,96,110,92,34,37,256,139,186,0
7297,60,250,215,7,139,159,50,86,233,155,0
7298,167,94,106,4,232,244,72,183,38,215,0
7299,42,191,143,235,132,153,175,113,66,139,0
7300,213,171,138,210,224,148,277,187,191,6,0
7301,74,97,50,70,168,141,16,225,117,116,0
7302,61,194,15,90,56,236,198,44,15,97,0
7303,125,107,47,181,123,229,235,277,130,117,0
7304,88,217,228,194,172,185,108,181,89,243,0
7305,232,205,49,106,273,53,175,2,164,12,0
7306,264,168,49,173,220,247,29,229,261,173,0
7307,126,249,171,236,186,2,161,188,20,1,0
7308,279,109,125,13,37,171,171,252,17,146,0
7309,272,53,222,97,258,211,49,83,10,54,0
7310,264,216,180,108,114,138,106,141,261,155,0
7311,188,180,240,52,192,217,5,16,266,27,0
7312,170,0,208,155,237,135,21,260,114,141,0
7313,192,142,194,81,88,49,1,168,166,127,0
7314,180,26,135,146,158,235,156,93,182,119,0
7315,120,111,190,95,46,169,194,56,69,241,0
7316,186,234,201,247,206,14,126,237,150,41,0
7317,60,60,11,11,11,60,60,11,10,60,1
7318,60,60,11,11,11,60,60,11,10,60,1
7319,60,60,11,11,11,60,60,11,10,60,1
7320,60,60,11,11,11,60,60,11,10,60,1
7321,60,60,11,11,11,60,60,11,10,60,1
7322,60,60,11,11,11,60,60,11,10,60,1
7323,60,60,11,11,11,60,60,11,10,60,1
7324,60,60,11,11,11,60,60,11,10,60,1
7325,60,60,11,11,11,60,60,11,10,60,1
7326,60,60,11,11,11,60,60,11,10,60,1
7327,60,60,11,11,11,60,60,11,10,60,1
7328,60,60,11,11,11,60,60,11,10,60,1
7329,60,60,11,11,11,60,60,11,10,60,1
7330,60,60,11,11,11,60,60,11,10,60,1
7331,60,60,11,11,11,60,60,11,10,60,1
7332,60,60,11,11,11,60,60,11,10,60,1
7333,60,60,11,11,11,60,60,11,10,60,1
7334,60,60,11,11,11,60,60,11,10,60,1
7335,60,60,11,11,11,60,60,11,10,60,1
7336,60,60,11,11,11,60,60,11,10,60,1
7337,60,60,11,11,11,60,60,11,10,60,1
7338,60,60,11,11,11,60,60,11,10,60,1
7339,60,60,11,11,11,60,60,11,10,60,1
7340,60,60,11,11,11,60,60,11,10,60,1
7341,60,60,11,11,11,60,60,11,10,60,1
7342,60,60,11,11,11,60,60,11,10,60,1
7343,60,60,11,11,11,60,60,11,10,60,1
7344,60,60,11,11,11,60,60,11,10,60,1
7345,60,60,11,11,11,60,60,11,10,60,1
7346,60,60,11,11,11,60,60,11,10,60,1
7347,60,60,11,11,11,60,60,11,10,60,1
7348,60,60,11,11,11,60,60,11,10,60,1
7349,60,60,11,11,11,60,60,11,10,60,1
7350,60,60,11,11,11,60,60,11,10,60,1
7351,60,60,11,11,11,60,60,11,10,60,1
7352,60,60,11,11,11,60,60,11,10,60,1
7353,60,60,11,11,11,60,60,11,10,60,1
7354,60,60,11,11,11,60,60,11,10,60,1
7355,60,60,11,11,11,60,60,11,10,60,1
7356,60,60,11,11,11,60,60,11,10,60,1
7357,60,60,11,11,11,60,60,11,10,60,1
7358,60,60,11,11,11,60,60,11,10,60,1
7359,60,60,11,11,11,60,60,11,10,60,1
7360,60,60,11,11,11,60,60,11,10,60,1
7361,60,60,11,11,11,60,60,11,10,60,1
7362,60,60,11,11,11,60,60,11,10,60,1
7363,60,60,11,11,11,60,60,11,10,60,1
7364,60,60,11,11,11,60,60,11,10,60,1
7365,60,60,11,11,11,60,60,11,10,60,1
7366,60,60,11,11,11,60,60,11,10,60,1
7367,60,60,11,11,11,60,60,11,10,60,1
7368,60,60,11,11,11,60,60,11,10,60,1
7369,60,60,11,11,11,60,60,11,10,60,1
7370,60,60,11,11,11,60,60,11,10,60,1
7371,60,60,11,11,11,60,60,11,10,60,1
7372,60,60,11,11,11,60,60,11,10,60,1
7373,60,60,11,11,11,60,60,11,10,60,1
7374,60,60,11,11,11,60,60,11,10,60,1
7375,60,60,11,11,11,60,60,11,10,60,1
7376,163,275,75,254,233,120,229,79,103,125,0
7377,178,195,252,27,168,99,223,157,39,223,0
7378,14,88,174,222,194,70,160,122,19,50,0
7379,99,266,93,142,117,233,127,113,50,203,0
7380,228,244,39,0,103,259,213,241,120,145,0
7381,226,128,77,244,153,156,103,111,220,25,0
7382,99,102,12,70,240,204,278,216,220,137,0
7383,81,52,126,279,247,114,63,212,48,173,0
7384,259,234,86,255,277,257,161,1,108,230,0
7385,191,151,128,204,102,122,160,73,130,191,0
7386,84,36,46,126,186,266,240,245,40,96,0
7387,110,178,173,267,271,135,123,131,112,96,0
7388,188,94,115,72,9,1,69,257,97,177,0
7389,237,211,164,143,100,92,205,273,53,261,0
7390,141,142,259,5,113,58,129,142,218,47,0
7391,250,237,237,252,142,8,47,23,253,264,0
7392,207,231,123,102,168,117,256,114,177,80,0
7393,35,102,210,135,258,57,157,113,233,135,0
7394,39,8,68,190,202,60,99,147,176,20,0
7395,129,59,70,112,225,14,90,250,22,189,0
7396,27,82,108,92,92,185,176,139,52,21,0
7397,249,134,277,106,170,28,38,146,246,173,0
7398,16,180,126,261,209,32,265,197,225,98,0
7399,73,233,175,117,86,163,174,110,9,126,0
7400,249,185,39,247,152,98,192,14,39,186,0
7401,235,18,257,1,240,186,86,218,97,193,0
7402,254,162,222,169,241,66,75,167,268,77,0
7403,272,279,274,19,86,150,165,3,225,190,0
7404,95,191,86,119,66,273,226,79,55,180,0
7405,212,236,167,149,96,17,132,248,145,213,0
7406,147,55,211,65,97,77,210,87,191,121,0
7407,234,176,203,110,188,62,84,95,121,96,0
7408,106,216,238,228,47,223,220,94,110,218,0
7409,155,39,15,82,83,17,164,12,71,150,0
7410,171,9,142,33,87,75,255,228,77,168,0
7411,200,40,145,75,275,187,131,197,102,220,0
7412,186,163,86,186,66,225,15,186,5,140,0
7413,57,87,236,101,34,252,55,226,117,245,0
7414,105,54,181,212,65,89,0,63,22,34,0
7415,58,46,195,224,188,274,243,0,57,153,0
7416,193,17,197,143,174,267,234,174,119,158,0
7417,273,158,275,111,241,23,190,109,127,195,0
7418,157,186,171,33,231,165,250,44,259,276,0
7419,221,250,140,198,46,24,142,263,202,187,0
7420,59,229,231,265,199,7,123,142,228,37,0
7421,254,98,67,98,30,0,272,230,189,50,0
7422,192,88,145,152,242,249,183,79,223,251,0
7423,53,86,199,81,155,59,41,152,253,220,0
7424,55,131,32,146,180,268,142,240,91,214,0
7425,240,81,117,176,279,15,31,212,30,16,0
7426,45,221,8,123,71,222,66,193,7,136,0
7427,76,22,227,44,225,134,69,166,144,228,0
7428,196,74,231,78,151,176,163,180,110,107,0
7429,247,159,197,256,278,103,54,194,54,149,0
7430,266,242,147,79,19,251,221,194,185,156,0
7431,224,73,47,254,38,179,105,229,243,3,0
7432,277,44,156,41,83,241,172,14,98,143,0
7433,13,92,200,98,231,196,37,70,257,161,0
7434,117,64,97,74,128,142,193,214,56,226,0
7435,16,1,16,16,3,60,60,16,6,60,1
7436,16,1,16,16,3,60,60,16,6,60,1
7437,16,1,16,16,3,60,60,16,6,60,1
7438,16,1,16,16,3,60,60,16,6,60,1
7439,16,1,16,16,3,60,60,16,6,60,1
7440,16,1,16,16,3,60,60,16,6,60,1
7441,16,1,16,16,3,60,60,16,6,60,1
7442,16,1,16,16,3,60,60,16,6,60,1
7443,16,1,16,16,3,60,60,16,6,60,1
7444,16,1,16,16,3,60,60,16,6,60,1
7445,16,1,16,16,3,60,60,16,6,60,1
7446,16,1,16,16,3,60,60,16,6,60,1
7447,16,1,16,16,3,60,60,16,6,60,1
7448,16,1,16,16,3,60,60,16,6,60,1
7449,16,1,16,16,3,60,60,16,6,60,1
7450,16,1,16,16,3,60,60,16,6,60,1
7451,16,1,16,16,3,60,60,16,6,60,1
7452,16,1,16,16,3,60,60,16,6,60,1
7453,16,1,16,16,3,60,60,16,6,60,1
7454,16,1,16,16,3,60,60,16,6,60,1
7455,16,1,16,16,3,60,60,16,6,60,1
7456,16,1,16,16,3,60,60,16,6,60,1
7457,16,1,16,16,3,60,60,16,6,60,1
7458,16,1,16,16,3,60,60,16,6,60,1
7459,16,1,16,16,3,60,60,16,6,60,1
7460,16,1,16,16,3,60,60,16,6,60,1
7461,16,1,16,16,3,60,60,16,6,60,1
7462,16,1,16,16,3,60,60,16,6,60,1
7463,16,1,16,16,3,60,60,16,6,60,1
7464,16,1,16,16,3,60,60,16,6,60,1
7465,16,1,16,16,3,60,60,16,6,60,1
7466,16,1,16,16,3,60,60,16,6,60,1
7467,16,1,16,16,3,60,60,16,6,60,1
7468,16,1,16,16,3,60,60,16,6,60,1
7469,16,1,16,16,3,60,60,16,6,60,1
7470,16,1,16,16,3,60,60,16,6,60,1
7471,16,1,16,16,3,60,60,16,6,60,1
7472,16,1,16,16,3,60,60,16,6,60,1
7473,16,1,16,16,3,60,60,16,6,60,1
7474,16,1,16,16,3,60,60,16,6,60,1
7475,16,1,16,16,3,60,60,16,6,60,1
7476,16,1,16,16,3,60,60,16,6,60,1
7477,16,1,16,16,3,60,60,16,6,60,1
7478,16,1,16,16,3,60,60,16,6,60,1
7479,16,1,16,16,3,60,60,16,6,60,1
7480,16,1,16,16,3,60,60,16,6,60,1
7481,16,1,16,16,3,60,60,16,6,60,1
7482,16,1,16,16,3,60,60,16,6,60,1
7483,16,1,16,16,3,60,60,16,6,60,1
7484,16,1,16,16,3,60,60,16,6,60,1
7485,16,1,16,16,3,60,60,16,6,60,1
7486,16,1,16,16,3,60,60,16,6,60,1
7487,16,1,16,16,3,60,60,16,6,60,1
7488,16,1,16,16,3,60,60,16,6,60,1
7489,16,1,16,16,3,60,60,16,6,60,1
7490,16,1,16,16,3,60,60,16,6,60,1
7491,16,1,16,16,3,60,60,16,6,60,1
7492,16,1,16,16,3,60,60,16,6,60,1
7493,16,1,16,16,3,60,60,16,6,60,1
7494,49,191,70,217,162,48,98,83,190,187,0
7495,77,59,2,107,236,77,44,8,28,111,0
7496,79,257,156,112,104,172,51,262,29,49,0
7497,215,44,177,229,175,143,254,225,94,10,0
7498,79,274,100,192,201,196,99,166,230,208,0
7499,251,43,53,213,50,183,169,146,4,129,0
7500,276,26,266,245,104,240,218,202,19,265,0
7501,75,162,4,9,156,34,278,141,248,1,0
7502,120,232,167,110,78,97,244,114,80,193,0
7503,166,20,52,51,254,43,18,260,108,198,0
7504,13,122,62,31,145,185,207,63,101,72,0
7505,127,43,135,171,116,163,110,249,61,203,0
7506,64,165,159,83,24,34,78,41,203,31,0
7507,122,230,160,242,171,222,81,241,74,201,0
7508,251,139,197,247,78,165,191,248,257,233,0
7509,122,144,229,1,177,154,92,49,175,92,0
7510,54,82,46,240,272,163,269,162,265,242,0
7511,89,5,226,17,54,1,162,179,266,15,0
7512,227,69,206,165,229,249,226,76,220,102,0
7513,188,278,120,276,149,278,65,155,56,0,0
7514,149,243,111,79,104,37,212,21,87,185,0
7515,154,149,193,193,229,180,58,59,92,6,0
7516,189,268,121,229,13,63,139,125,128,228,0
7517,65,202,8,30,210,91,216,101,5,8,0
7518,40,90,74,157,85,233,228,243,48,128,0
7519,276,84,49,150,99,21,176,239,179,56,0
7520,39,172,107,102,231,23,109,260,102,180,0
7521,101,93,82,226,0,53,109,161,23,117,0
7522,125,246,222,58,118,10,181,224,166,145,0
7523,251,220,44,278,18,120,182,3,99,135,0
7524,94,229,279,216,49,167,79,183,212,205,0
7525,24,230,59,137,94,108,167,67,92,244,0
7526,178,248,62,22,178,53,267,162,208,101,0
7527,106,152,189,246,71,109,256,18,218,88,0
7528,246,234,21,227,46,236,96,277,208,229,0
7529,43,68,201,65,111,32,221,279,121,226,0
7530,162,266,140,131,21,90,26,209,108,10,0
7531,135,116,79,18,42,215,236,156,72,162,0
7532,5,179,95,52,207,200,68,270,266,15,0
7533,217,123,0,278,230,163,204,61,163,279,0
7534,249,80,112,55,132,10,274,102,110,180,0
7535,106,31,218,275,234,25,160,104,103,94,0
7536,179,64,214,89,5,276,189,230,109,219,0
7537,47,235,98,155,242,60,23,166,1,277,0
7538,59,89,113,8,196,232,211,118,7,149,0
7539,133,210,78,216,213,33,54,88,155,142,0
7540,36,160,121,2,260,164,226,208,198,210,0
7541,52,71,53,30,123,88,141,174,35,223,0
7542,9,220,26,7,166,10,216,174,159,231,0
7543,157,272,13,232,277,167,155,274,170,55,0
7544,220,27,118,88,121,240,10,221,139,129,0
7545,112,33,81,121,258,273,103,58,94,44,0
7546,11,165,95,223,205,95,56,46,74,39,0
7547,143,221,21,243,219,252,259,138,92,49,0
7548,217,237,54,231,132,263,209,84,277,268,0
7549,208,0,151,205,244,113,262,129,93,107,0
7550,6,207,213,149,253,0,120,248,270,121,0
7551,139,200,11,94,248,109,158,259,11,195,0
7552,76,227,261,69,279,180,250,256,190,2,0
7553,16,60,16,16,9,60,60,16,7,60,1
7554,16,60,16,16,9,60,60,16,7,60,1
7555,16,60,16,16,9,60,60,16,7,60,1
7556,16,60,16,16,9,60,60,16,7,60,1
7557,16,60,16,16,9,60,60,16,7,60,1
7558,16,60,16,16,9,60,60,16,7,60,1
7559,16,60,16,16,9,60,60,16,7,60,1
7560,16,60,16,16,9,60,60,16,7,60,1
7561,16,60,16,16,9,60,60,16,7,60,1
7562,16,60,16,16,9,60,60,16,7,60,1
7563,16,60,16,16,9,60,60,16,7,60,1
7564,16,60,16,16,9,60,60,16,7,60,1
7565,16,60,16,16,9,60,60,16,7,60,1
7566,16,60,16,16,9,60,60,16,7,60,1
7567,16,60,16,16,9,60,60,16,7,60,1
7568,16,60,16,16,9,60,60,16,7,60,1
